name,mm_x,mm_y,um_x,um_y
A20-174_6_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
E20-138_1_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
E20-138_2_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
E20-138_4_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
E20-138_6_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
A21-84_TAU_1.svs,0.0002519,0.0002519,0.2519,0.2519
A21-84_TAU_2.svs,0.0002519,0.0002519,0.2519,0.2519
A21-84_TAU_4.svs,0.0002519,0.0002519,0.2519,0.2519
A21-84_TAU_6.svs,0.0002519,0.0002519,0.2519,0.2519
E21-110_TAU_1.svs,0.0002519,0.0002519,0.2519,0.2519
E21-110_TAU_2.svs,0.0002519,0.0002519,0.2519,0.2519
E21-110_TAU_4.svs,0.0002519,0.0002519,0.2519,0.2519
E21-110_TAU_6.svs,0.0002519,0.0002519,0.2519,0.2519
E21-115_TAU_1.svs,0.0002519,0.0002519,0.2519,0.2519
E21-115_TAU_2.svs,0.0002519,0.0002519,0.2519,0.2519
E21-115_TAU_4.svs,0.0002519,0.0002519,0.2519,0.2519
E21-115_TAU_6.svs,0.0002519,0.0002519,0.2519,0.2519
E21-99_TAU_1.svs,0.0002519,0.0002519,0.2519,0.2519
E21-99_TAU_2.svs,0.0002519,0.0002519,0.2519,0.2519
E21-99_TAU_22.svs,0.0002519,0.0002519,0.2519,0.2519
E21-99_TAU_4.svs,0.0002519,0.0002519,0.2519,0.2519
E21-99_TAU_6.svs,0.0002519,0.0002519,0.2519,0.2519
A21-17_4_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
A21-17_2_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
A21-17_6_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
A21-17_1_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
A21-24_6_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
A21-24_1_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
A21-24_4_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
A21-24_2_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
A21-29_2_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
A21-29_6_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
A21-29_4_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
A21-29_1_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
E17-54_1_tau.svs,0.0002519,0.0002519,0.2519,0.2519
E17-54_2_tau.svs,0.0002519,0.0002519,0.2519,0.2519
E17-54_4_tau.svs,0.0002519,0.0002519,0.2519,0.2519
E17-54_6_tau.svs,0.0002519,0.0002519,0.2519,0.2519
E17-39_6_tau.svs,0.0002519,0.0002519,0.2519,0.2519
E17-39_4_tau.svs,0.0002519,0.0002519,0.2519,0.2519
E17-39_2_tau.svs,0.0002519,0.0002519,0.2519,0.2519
E17-39_1_tau.svs,0.0002519,0.0002519,0.2519,0.2519
E17-150_1_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
E17-150_2_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
E17-150_4_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
E17-150_6_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
E16-114_1_tau.svs,0.0002519,0.0002519,0.2519,0.2519
E16-114_6_tau.svs,0.0002519,0.0002519,0.2519,0.2519
E16-114_2_tau.svs,0.0002519,0.0002519,0.2519,0.2519
E16-114_4_tau.svs,0.0002519,0.0002519,0.2519,0.2519
E16-16_4_tau.svs,0.0002519,0.0002519,0.2519,0.2519
E16-16_1_tau.svs,0.0002519,0.0002519,0.2519,0.2519
E16-16_6_tau.svs,0.0002519,0.0002519,0.2519,0.2519
E16-16_2_tau.svs,0.0002519,0.0002519,0.2519,0.2519
E16-123_6_tau.svs,0.0002519,0.0002519,0.2519,0.2519
E16-123_4_tau.svs,0.0002519,0.0002519,0.2519,0.2519
E16-123_2_tau.svs,0.0002519,0.0002519,0.2519,0.2519
E16-123_1_tau.svs,0.0002519,0.0002519,0.2519,0.2519
E15-125_1_tau.svs,0.0002519,0.0002519,0.2519,0.2519
E15-125_6_tau-001.svs,0.0002519,0.0002519,0.2519,0.2519
E15-125_2_tau.svs,0.0002519,0.0002519,0.2519,0.2519
E15-125_4_tau.svs,0.0002519,0.0002519,0.2519,0.2519
E05-04_1A_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
E05-04_1B_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
E05-04_1D_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
E05-04_1F_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
E05-132_1A_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
E05-132_1B_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
E05-132_1D_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
E05-132_1F_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
E05-74_2A_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
E05-74_2B_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
E05-74_2D_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
E05-74_2F_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
E05-81_1A_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
E05-81_1B_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
E05-81_1D_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
E05-81_1F_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
E04-49_1A_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
E04-49_1B_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
E04-49_1D_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
E04-49_1F_TAU.svs,0.0002519,0.0002519,0.2519,0.2519
